,hashtags,link,tweet,sentiment
212,"['#mumbai', '#unlock1', '#lockdown5']",https://twitter.com/LeoThomasekar/status/1270283575972122624,sir companies have declared compulsory attendance orelse unpaid leave putting our lives at stake complete ignorance of the pandemic situation mumbai unlock lockdown,sadness
213,"['#unlock1', '#unlockfirefox', '#unlocklectro', '#bikelife', '#powai', '#powaipedals', '#mumbai', '#pedaltoplaces', '#immunebooster', '#fitnessjourney', '#postlockdownlife', '#ebikes']",https://twitter.com/he21im32/status/1270281410004176897,it s time to unlock experience the joy of biking try something new feel alive start cycling be the change you want to see unlock unlockfirefox unlocklectro bikelife powai powaipedals mumbai pedaltoplaces immunebooster fitnessjourney postlockdownlife ebikes at powai lake promenade,worry
214,['#unlock1'],https://twitter.com/smitadeshmukh/status/1270281005652496384,my friend gautam sends this pic of gurukripa sion central mumbai best known for their samosas and chole guess mumbai has decided to go all out social distancing what s that unlock,sadness
215,"['#mumbaifightscovid19', '#mumbai', '#unlock1']",https://twitter.com/PriyaDalal_/status/1270274417935945730,ward wise helpline numbers issued by mumbaifightscovid mumbai unlock,neutral
216,"['#nagpur', '#covid_19', '#mumbai', '#unlock1']",https://twitter.com/Yogeshsagar09/status/1270272778776842240,if such is the level of negligence at home minister home ground nagpur the overall preparedness for covid in the state especially mumbai post the unlock is highly questionable what action is the mh govt going to take,sadness
217,"['#coronavirus', '#chinavirus', '#unlock1', '#modigovtfailedlockdown']",https://twitter.com/badal_taneja/status/1270271200212783104,why do businesses have to open by putting lives at risk this is a partial opening coronavirus chinavirus is still spreading in mumbai unlock modigovtfailedlockdown,worry
218,"['#covid_19', '#mumbai', '#unlock1']",https://twitter.com/PriyaDalal_/status/1270264458758090753,covid patient s plight in mumbai unlock,neutral
219,"['#unlock1', '#mumbai', '#mumbairains', '#missionbeginagain']",https://twitter.com/Akhil_C/status/1270263537294868481,bombay was famous for its orderly queue for public transport best buses taxis autos traffic discipline well bombay has changed mumbai isnt the same mumbai needs to rediscover itself unlock mumbai mumbairains missionbeginagain,sadness
220,"['#mumbai', '#unlock1']",https://twitter.com/smitadeshmukh/status/1270261297255297024,four hours by road to attend eight hours at work story of amchi mumbai sigh unlock,happiness
221,"['#mumbai', '#maharashtra', '#unlock1', '#covid', '#tuesdayvibes']",https://twitter.com/TheFearlessInd1/status/1270260266496901131,social distancing at its best in mumbai blames the central govt for locking down the nation without much preparation what preparations did the maharashtra govt did before announcing the unlock rather you have unlocked another covid spike tuesdayvibes,worry
222,"['#kamyapunjabi', '#covid19', '#unlock1']",https://twitter.com/DelhiTimesTweet/status/1270259960396431363,actress shared a pic of her with her daughter wearing ppe kits and face shields as the duo travelled to mumbai kamyapunjabi covid unlock,joy
223,"['#mumbai', '#stayhomestaysafe', '#unlock1']",https://twitter.com/notnewnaveen/status/1270253969281933313,creators and influencers especially please take a moment to read if possible mumbai stayhomestaysafe unlock,worry
224,"['#unlock1', '#mumbai', '#mumbaifightscovid19', '#maharashtrabachao']",https://twitter.com/hemant_parida/status/1270245155690307584,unlock condition in mumbai mumbaifightscovid maharashtrabachao,neutral
225,"['#lockdown5', '#unlock1', '#mumbai', '#bestbus']",https://twitter.com/LoksattaLive/status/1270242305782321152,lockdown unlock mumbai bestbus,neutral
226,"['#unlock1', '#coronavirus', '#covid_19india', '#mumbai']",https://twitter.com/Gershwynp/status/1270240835867721728,unlock just a bad decission we could have waited for another weeks coronavirus covid india mumbai,sadness
227,"['#coronavirus', '#covid__19', '#india', '#mumbai', '#unlock1']",https://twitter.com/DeewanaShetty/status/1270240045925109761,and here we enter into bhagwan bharose coronavirus covid india mumbai unlock,neutral
228,"['#mumbai', '#missionbeginagain', '#unlock1']",https://twitter.com/kunnal/status/1270239937892216833,scary and we are opening up mumbai does it make sense missionbeginagain unlock,sadness
229,"['#unlock1', '#mumbailockdown']",https://twitter.com/Komal43771823/status/1270238404123308033,unlock mumbai best service resumes what are we getting now a bus full of corona unlock mumbailockdown,worry
230,"['#mumbai', '#coronaupdate', '#icu', '#covid19', '#unlock1']",https://twitter.com/VineetaDwivedi/status/1270236110090887172,th june mumbai coronaupdate total k cases single highest day toll of of the l tested are positive doubling in days k cases added in may alone icu beads occupied there are only icu beds covid unlock,worry
231,"['#marinedrive', '#socialdistancing', '#mumbai', '#unlock1']",https://twitter.com/lvmillenium/status/1270231294912237570,discipline without education is better then the education without discipline marinedrive socialdistancing mumbai unlock,neutral
232,"['#unlock1', '#mumbai', '#mumbaifightscovid19', '#maharashtrabacha', '#uddhavresign']",https://twitter.com/hemant_parida/status/1270231202922782720,unlock situations in mumbai mumbaifightscovid maharashtrabacha uddhavresign,neutral
233,"['#missionbeginagain', '#unlock1']",https://twitter.com/RiaRevealed/status/1270225918015926272,mumbai back to square one missionbeginagain unlock,neutral
234,"['#covid19', '#bkc', '#mumbai', '#coronavirus', '#restartingindia', '#unlock1']",https://twitter.com/prathod2008/status/1270225761048248320,some more visuals from the site where phase of the covid hospital for critical patients is being constructed at bkc mumbai by the coronavirus restartingindia unlock,sadness
235,"['#sakal', '#covid19', '#sakalnews', '#thane', '#mumbai', '#corona', '#lockdowneffect', '#coronavirus', '#marathinews', '#missionbeginagain', '#unlock1']",https://twitter.com/SakalMediaNews/status/1270225460790624256,breaking sakal covid sakalnews thane mumbai corona lockdowneffect coronavirus marathinews missionbeginagain unlock,sadness
236,"['#unlock1', '#unlockyouropportunity', '#realestate', '#bestinvestment', '#investmentproperty', '#property', '#businessideas', '#bestdeals', '#bkandharigroup', '#bkandhariproperties', '#mumbai']",https://twitter.com/BKandhari_Prop/status/1270221132948365320,our sales team are fully equipped with protective gears for more details call b kandhari group unlock unlockyouropportunity realestate bestinvestment investmentproperty property businessideas bestdeals bkandharigroup bkandhariproperties mumbai,neutral
237,"['#covidー19', '#unlock1', '#restartingindia', '#coronavirus', '#maharashtra', '#mumbailockdown']",https://twitter.com/CNBCTV18News/status/1270217045372628992,coronavirus news live updates with over covid cases mumbai alone accounts for of maharashtra s over cases covid unlock restartingindia coronavirus maharashtra mumbailockdown,neutral
238,"['#unlock1', '#mumbai', '#mumbaitraffic', '#mumbaibachao', '#mumbaifightscovid19']",https://twitter.com/hemant_parida/status/1270209625644838913,unlock in mumbai mumbaitraffic mumbaibachao mumbaifightscovid,neutral
239,"['#aamchi_mumbai', '#ram', '#virar', '#unlock1', '#mumbai']",https://twitter.com/Chatraraj_S/status/1270202687867551744,this is aamchi mumbai ram bharose andher nagri chaupat raja virar phulpada am line for best bus unlock mumbai,neutral
240,"['#mumbai', '#covid19', '#missionbeginagain', '#unlock1', '#indiafightscorona']",https://twitter.com/kunnal/status/1270197003826237441,mumbai has crossed k covid cases missionbeginagain unlock indiafightscorona,neutral
241,"['#unlock1', '#mumbai', '#morningthoughts', '#riseandshine']",https://twitter.com/aartiinaagpal/status/1270195800186839040,morning motivation unlock mumbai morningthoughts riseandshine,happiness
242,"['#mumbaimerijaan', '#mumbaikars', '#highspirits', '#mumbailockdown', '#unlock1']",https://twitter.com/urvashikhona/status/1270195399723061251,lastly financial capital is known as mumbaimerijaan but mumbaikars dont forget corona cases in mumbai are highest in country n with over stretched health system its imp that one remains cautioned survive in city of dreams wid same amt of highspirits mumbailockdown unlock,joy
243,"['#mumbai', '#mumbaitraffic', '#unlock1']",https://twitter.com/BigTownPost/status/1270192457423024129,this how people going to work in mumbai mumbaitraffic unlock,sadness
244,"['#covid19india', '#mumbai', '#unlock1', '#coronavirus', '#lockdown5', '#indiafightscorona']",https://twitter.com/ProCloud_/status/1270189224701067264,covid india mumbai unlock coronavirus lockdown indiafightscorona yeh hai mumbai meri jaan,neutral
245,"['#mumbaikar', '#mumbai', '#unlock1']",https://twitter.com/echoman911/status/1270176396325687296,bless each mumbaikar mumbai travelling to work or shop travel safe and be kind to others too unlock doesn t seem right,happiness
246,"['#mumbaikar', '#mumbai', '#coronaupdate', '#coronaoutbreak', '#unlock1']",https://twitter.com/Arvindr66397850/status/1270158818127876096,as we all know of offices are open in mumbai so mumbaikar mumbai stay safe and stay fit coronaupdate coronaoutbreak unlock,happiness
247,"['#roseringedparakeets', '#parrots', '#socialdistancing', '#bandraeast', '#mumbai', '#india', '#unlock1']",https://twitter.com/magic_eye/status/1270147958818947077,mumbai daily unlocked but roseringedparakeets parrots socialdistancing bandraeast mumbai india unlock,neutral
248,"['#comparision', '#deltacorp', '#unlock1', '#lasvegas', '#goa', '#bigbulls', '#warrenbuffett', '#rj', '#iqbalmenon', '#worli', '#ceejay', '#mumbai', '#hft', '#colocation', '#servers']",https://twitter.com/kokilaben2019/status/1270114079806545921,comparision of deltacorp casino company of india with mgm date unlock lasvegas vs goa bigbulls warrenbuffett of bharat rj iqbalmenon worli ceejay house mumbai hft colocation of servers india,neutral
249,"['#socaildistancing', '#unlock1', '#india', '#mumbai', '#インドメモ', '#インドニュース', '#indiafightscoronavirus']",https://twitter.com/yogimanish_/status/1270075708082139136,socaildistancing unlock in india mumbai indiafightscoronavirus,neutral
250,"['#mumbai', '#unlock1']",https://twitter.com/LeoThomasekar/status/1270065089492574211,mumbai mission infecting again st of unlock and it was crowded everywhere follow gvmnt guidelines please watch the news on unlock mumbai,worry
251,"['#covid19india', '#coronavirusoutbreak', '#covid_19', '#unlock1']",https://twitter.com/dna/status/1270063283437854720,mumbai update total cases cases today death toll deaths today discharged discharged today active cases covid india coronavirusoutbreak covid unlock,sadness
252,"['#covid19india', '#coronavirusoutbreak', '#covid_19', '#unlock1']",https://twitter.com/dna/status/1270062950758268928,covid cases in mumbai near mark death toll touches covid india coronavirusoutbreak covid unlock,neutral
253,"['#mumbai', '#unlock1']",https://twitter.com/jatinjkothari/status/1270058838322851840,with this kind of dedication we will surely defeat corona in mumbai strict rules and actions required in unlock too to flatten the curve,worry
254,"['#biggestmoviesever', '#movielovers', '#stayathome', '#unlock1', '#avengers', '#endgame', '#marvel', '#mcu', '#avengersendgame', '#marvelstudios', '#mumbai']",https://twitter.com/CutyWithBrains/status/1270055652602175493,biggestmoviesever movielovers stayathome unlock avengers endgame marvel mcu avengersendgame marvelstudios mumbai,neutral
255,"['#mumbai', '#unlock1', '#mumbai', '#mumbaiexpressnews', '#mumbailockdown', '#mumbaikars']",https://twitter.com/MumbaiExpress11/status/1270044702289604614,long queues of people waiting for buses seen at various parts of mumbai on the st day of unlock this was as no local train services are started for mumbai mumbaiexpressnews mumbailockdown mumbaikars,neutral
256,['#unlock1'],https://twitter.com/PRERAKOGALA/status/1270042563106439168,how to apply for e pass to move from gujarat to mumbai via road during unlock unlock,neutral
257,['#unlock1'],https://twitter.com/ketan25shah/status/1270032256611082256,we request you start mumbai local to avoid rushing on mumbai roads and buses and to maintain social distancing it will help to divind the public piyushgoyal unlock,neutral
258,"['#unlock2', '#unlock1']",https://twitter.com/zzzubair/status/1270029927690035202,as recd on whatsapp claimed to be of mumbai unlock day unlock unlock,neutral
259,"['#lockdown', '#unlock', '#unlock1', '#indiaunlock', '#delhi', '#mumbai', '#dogs', '#straydog', '#doglove', '#humananimallove', '#wondering', '#awara_fotugrapher', '#mainbhihuawara']",https://twitter.com/kapoordipanshu1/status/1270029800330190848,they also wondering where are humans delhi india lockdown unlock unlock indiaunlock delhi mumbai dogs straydog doglove humananimallove wondering awara fotugrapher mainbhihuawara,neutral
260,"['#unlock2', '#mumbai', '#unlock1']",https://twitter.com/rama2091/status/1270027629861597184,after spending bucks on today s travel i have sent message to hr requesting them to close salary account directly credit my salary into ola wallet as nothing will be left after that unlock mumbai unlock,sadness
261,"['#mumbai', '#coronavirus', '#unlock1']",https://twitter.com/MumbaiLiveNews/status/1270027444150550528,mumbai coronavirus unlock,neutral
262,"['#footballer', '#covid19', '#unlock1', '#chiyaan']",https://twitter.com/rizvitaus/status/1270026104577785856,can you stay days indoor without stepping out every person had a lockdown story this ghanian footballer who was stuck at mumbai airport for days too has one watch the full interview on the sports journalist covid unlock chiyaan,sadness
263,"['#unlock1', '#delhi', '#mumbai']",https://twitter.com/Soldier_forlife/status/1270025876252397568,all social distancing norms being thrown to the wind as india sees the first day of unlock some of it unavoidable in a country like ours what do u think is going to happn whn metro starts in delhi local trains in mumbai as they eventually must citizen initiatives required,worry
264,"['#mumbai', '#mumbailockdown', '#unlock1', '#fightagainstcovid19']",https://twitter.com/neeru_za/status/1270014980713099264,total covid cases in mumbai crosses mark maharashtra tally at mumbai witnesses huge surge in traffic on st day of unlock mumbai mumbailockdown unlock fightagainstcovid,neutral
265,"['#unlock1', '#dharavi', '#mumbaifightscovid19']",https://twitter.com/PrithvirajM25/status/1270012312749879296,no deaths covid cases reported in dharavi area of mumbai today total number of cases in the area is now at including deaths brihanmumbai municipal corporation unlock dharavi mumbaifightscovid,sadness
266,"['#mumbai', '#coronavirus', '#dadar', '#unlock1']",https://twitter.com/CNBCTV18News/status/1270009390016237568,mumbai the city worst hit by coronavirus in india is only taking baby steps at re opening reports from what was once a bustling market in dadar as some small businesses attempt to limp back to life unlock,neutral
267,"['#sunset', '#unlock1', '#mumbai', '#thememoryalbum', '#photography', '#photographer']",https://twitter.com/thememoryalbum/status/1270008544281219072,stepped out of the house after days for a quick walk to the beach and i was greeted with this beauty stood there in awe and watched the sunset hope is all we have hang in there unlock mumbai thememoryalbum photography photographer,happiness
268,"['#mumbai', '#unlock1']",https://twitter.com/sameeratweeter/status/1270006116773236736,all eating outlets open but strictly take away n home delivery mumbai unlock,happiness
269,['#unlock1'],https://twitter.com/ashishlh/status/1270004033193984000,sir health infra bed scarcity in metros especially mumbai delhi is in extremely alarming why is that govt is not preparing enough make shift hospitals how well is india prepared for unlock will come to know in few days time the real battle of common man now begins,worry
270,"['#mumbai', '#coronavirus', '#unlock1']",https://twitter.com/RJKaran911/status/1270003696668155904,just in mumbai crosses k cases of coronavirus and today being the first phase of unlock and looking at people waiting with no social distance and without mask im worried,worry
271,"['#unlock2', '#ghazal', '#nidafazli', '#alhadkashikar', '#unlock1', '#mumbai', '#monsoon', '#lockdown']",https://twitter.com/GhazalForSoul/status/1270002751724896256,unlock ghazal by nidafazli ji sung by alhadkashikar ji from our album nida between the lines subscribe unlock mumbai monsoon lockdown,neutral
272,"['#unlock1', '#coronavirus', '#mumbai', '#cricket']",https://twitter.com/mataonline/status/1269999905650556928,unlock coronavirus mumbai cricket,neutral
273,"['#marinedrive', '#unlock1', '#coronavirus']",https://twitter.com/pratwah/status/1269999785680891910,they do say mumbai spirit is infectious marinedrive unlock coronavirus,neutral
274,['#unlock1'],https://twitter.com/CNBCTV18Live/status/1269995850282881026,coming up at pm inside saravana bhavan in chennai forum mall in bengaluru dadar market in mumbai and select city mall in delhi we bring you special reports on how day one of unlock panned out,neutral
275,"['#mumbai', '#unlock1', '#trafficupdate', '#mumbaitraffic']",https://twitter.com/nitesh30dubey/status/1269994331676397568,mumbai unlock trafficupdate mumbaitraffic,neutral
276,"['#unlock1', '#covid__19']",https://twitter.com/CEncroachment/status/1269992624708034560,state govt should know that it is impossible to maintain social distance with respect to public transport in the city of mumbai with the kind of infra we have the number of people we cater to its impossible unlock covid,sadness
277,"['#lockdown5', '#unlock1', '#mumbairains', '#mumbai']",https://twitter.com/biybalu/status/1269992417316372480,no need to hurry take it easy while opening hotels restaurant malls theatre s think ten time s lockdown unlock mumbairains mumbai,happiness
278,"['#unlock1', '#coronavirus', '#covid19', '#mumbai']",https://twitter.com/withSNirupam/status/1269990839599628288,unlock coronavirus covid mumbai,neutral
279,"['#unlock1', '#coronavirus', '#mumbai']",https://twitter.com/tVoiceOfCitizen/status/1269990595407339521,social distancing goes for a toss is this unlock coronavirus seems to have no effect on them risking their own lives that s mumbai the city which never sleeps,neutral
280,['#unlock1'],https://twitter.com/CEncroachment/status/1269990164845264897,is it possible to get an justification from asking why havent they removed these illegal encroachments on the mumbai central flyover unlock,worry
281,"['#covid19india', '#maharashtra', '#mumbai', '#lockdownfailed', '#godsaveusall', '#godblessall', '#unlock1']",https://twitter.com/vg3875/status/1269987690902024193,rise and shine covid india maharashtra mumbai lockdownfailed godsaveusall godblessall unlock,neutral
282,"['#unlock1', '#beginagain', '#mumbai', '#lockdown']",https://twitter.com/echoman911/status/1269986959570530306,double edged sword our unlock beginagain mumbai with some many out after umpteen days of lockdown it s like multiple exxon valdez spills of humans cars and everything,sadness
283,"['#coronaexpress', '#socialdistancing', '#mumbai', '#bestcm', '#unlock1', '#bhagwanbharose1']",https://twitter.com/LotusBharat/status/1269984077752516609,wah just see the clamour of ppl who are dying to get into coronaexpress did someone mention socialdistancing mumbai bestcm unlock bhagwanbharose,worry
284,"['#unlock1', '#lockdown5', '#covid19india', '#coronavirus']",https://twitter.com/badpaps/status/1269984063097499650,mumbai people are unlocking really well unlock lockdown covid india coronavirus,sadness
285,"['#sakalnews', '#sakal', '#bestbuses', '#unlock1', '#mumbai', '#lockdown']",https://twitter.com/SakalMediaNews/status/1269981764870643712,sakalnews sakal bestbuses unlock mumbai lockdown,neutral
286,"['#unlock1', '#mumbai', '#socialdistancing', '#worldbestcm']",https://twitter.com/its_dsk/status/1269981204801077254,waah ji waaah unlock ka day in mumbai kya adbhut tareeke se socialdistancing ka paalan ho raha hai ab pata chala mumbai me sabse jyada cases kyon hain ab kuch log yahan bhi worldbestcm ka raag alaapne aayenge ground reality ko ignore karenge,happiness
287,"['#best', '#unlock1', '#bestbus', '#mumbai']",https://twitter.com/syedzama172/status/1269981029655289864,best unlock bestbus mumbai,neutral
288,"['#unlock2', '#unlock1']",https://twitter.com/commonmanspowar/status/1269978366939148288,unlock mumbai did you see social distancing nobody is serious about covid see if you can do anything it will drastically increase postive petient numbers in mumbai unlock unlock,joy
289,"['#mumbai', '#unlock1']",https://twitter.com/hsachdev/status/1269973872683646978,mumbai day of unlock happy days are here again,neutral
290,['#unlock1'],https://twitter.com/mangeshdigital/status/1269972413464207362,the only way to reduce the crowding in mumbai in this unlock is to allow people to travel inter district without e pass schools are online and people will prefer to go to their relatives in different districts,sadness
291,"['#mumbai', '#unlock1', '#days', '#mumbaifightscovid19']",https://twitter.com/Kiranghulepati1/status/1269966324278587394,bringing back the good old days mumbai unlock days mumbaifightscovid,happiness
292,['#unlock1'],https://twitter.com/i_amssp/status/1269966134373167105,mumbai public right now unlock,neutral
293,"['#localmemes', '#memes2020', '#unlock1', '#unlock2', '#shopping', '#malls', '#mumbai', '#pune', '#maharashtra', '#delhi', '#kolkata', '#westbengal', '#karnataka', '#tamilnadu', '#localsamosa']",https://twitter.com/LocalSamosa/status/1269965263652491264,localmemes mall owners right now memes unlock unlock shopping malls mumbai pune maharashtra delhi kolkata westbengal karnataka tamilnadu localsamosa,happiness
294,"['#lockdownfailed', '#covid19india', '#unlock1']",https://twitter.com/BirgeShadab/status/1269964538092441600,very sad news sir lockdown didn t worked as expected sir mumbai is leading lockdownfailed covid india and now there is unlock unlock,sadness
295,"['#itat', '#mumbai', '#incometax', '#tax', '#update', '#taxinbrief', '#unlock1']",https://twitter.com/taxinbrief/status/1269963408536993792,t income tax update mumbai itat l has issued a circular explaining modalities of functioning of virtual smc courts from th june to th june itat mumbai incometax tax update taxinbrief unlock,neutral
296,"['#mumbai', '#unlock1', '#traffic']",https://twitter.com/MumbaiLiveNews/status/1269962977114873856,mumbai unlock traffic,neutral
297,"['#missionbeginagain', '#unlock1', '#maharashtra']",https://twitter.com/deep9007/status/1269962330772631552,i think it is logical to ban the entry on such public places as i don t think mumbai is ready for such freedom still pls do something else we are staring at a really high numbers missionbeginagain unlock maharashtra,worry
298,[],https://twitter.com/LPornima/status/1269962241333329926,aur aap abhi filhal aapke farm house par na jao mahine jane dijiye kyu ki corona abhi bhi bahar faila hua hai bhalehi aaj se unlock start hua ho aap apna khayal rakhiye aur hum mumbai maharashtra k logo ko sabse jyada dhyan rakhna hai take care be safe love u,sadness
299,"['#unlock1', '#confidence']",https://twitter.com/Sharan_Nair93/status/1269961124515987463,i wish i had the self confidence of all the people roaming around without an ounce of fear such strong will and self belief they truly believe that wearing a paper thin face mask is the solution to an easily communicable disease ah mumbai meri jaan unlock confidence,joy
300,"['#mumbai', '#india', '#lockdown5', '#unlock1', '#covid19']",https://twitter.com/ICEXIndia/status/1269959648984981506,el confinamiento en mumbai se relaja la capital econmica de india comenz el de junio la vuelta a la normalidad permitindose la apertura de ciertos comercios y la circulacin entre distritos lockdown unlock covid para ms informacin,neutral
301,['#unlock1'],https://twitter.com/NehaPoonia/status/1269959068912771072,day of india lifting lockdown restrictions or unlock as govt is calling it saw more people visit places of worship than malls restaurants delhi mumbai also saw traffic jams after two and a half months im live next on w,sadness
302,"['#unlock1', '#covid19']",https://twitter.com/MumbaiMirror/status/1269958602694864896,mumbai is almost back on its feet unlock covid,neutral
303,"['#coronavirus', '#mumbai', '#lockdown', '#unlock1', '#maharashtra', '#lockdown5', '#pandemic', '#coronavirusupdates']",https://twitter.com/BT_India/status/1269957998178234373,coronavirus mumbai steps out after days of lockdown as city reopens unlock maharashtra lockdown pandemic coronavirusupdates link,neutral
304,"['#longqueues', '#bus', '#unlock1']",https://twitter.com/Scribbly_Scribe/status/1269957934848503810,longqueues at bus stop for with average waiting time of two hours before one can get in a bus most buses plying full don t stop as only one passenger per seat and five standing to maintain social distancing unlock,happiness
305,"['#mumbai', '#mumbaicorona', '#schoolreopening', '#newnormal', '#unlock2', '#unlock1', '#covid19', '#coronavirus']",https://twitter.com/iamvarunbajaj/status/1269956780500508672,the new normal is just like the old one sharing as received authenticity is still a question mumbai mumbaicorona schoolreopening newnormal unlock unlock covid coronavirus,happiness
306,['#unlock1'],https://twitter.com/_downandirty_/status/1269956161115246594,do you really think the city should have begin this unlock mumbai is worst hit please do not play with the people s lives like this,sadness
307,"['#sakal', '#sakalnews', '#missionbeginagain', '#unlock1', '#mumbai', '#marathinews']",https://twitter.com/SakalMediaNews/status/1269954372567355392,sakal sakalnews missionbeginagain unlock mumbai marathinews,neutral
308,"['#delhi', '#maharashtra', '#mumbai', '#unlock1', '#kejriwal', '#unlock2', '#schoolreopening', '#covid19india', '#coronavirusindia']",https://twitter.com/GAUTAMGUPTA10/status/1269953856550563846,specially in delhi maharashtra mumbai n densely spread states unlock kejriwal unlock schoolreopening covid india coronavirusindia,neutral
309,['#unlock1'],https://twitter.com/BWAutoworld/status/1269952510162358272,unlock all lamborghini dealerships in delhi mumbai and bangaluru are open for business with stringent adherence to the lamborghini sicurezza guidelines and govt directions read more,neutral
310,"['#mumbai', '#unlock1', '#covid14']",https://twitter.com/ZeeBusiness/status/1269952141335990272,best mumbai unlock covid,neutral
311,"['#unlock1', '#missionbeginagain', '#realtorlife', '#realtor', '#property', '#home', '#office', '#mumbai', '#thane', '#realtorsofinstagram', '#propertyfinder']",https://twitter.com/nileshamesar/status/1269952114182127616,the world is reopening so are we unlock missionbeginagain realtorlife realtor property home office mumbai thane realtorsofinstagram propertyfinder,neutral
312,"['#unlock1', '#unlock2', '#mumbai']",https://twitter.com/purohitvaibhav/status/1269951475234615297,this is mumbai social distancing is a joke unlock unlock mumbai,neutral
313,['#unlock1'],https://twitter.com/TheTrueIndian01/status/1269951376995442690,taking a day break from twitter as it is becoming a little toxic thanks to abuses on my dms from peacefools will be back with p of my thread also got loads of work to do now that we are in unlock mode in mumbai,neutral
314,"['#unlock1', '#unlockingindia', '#coronavirusindia']",https://twitter.com/razoredgeDM/status/1269949369932935168,only god can save mumbai unlock unlockingindia coronavirusindia,joy
315,"['#lockdown5', '#unlock1', '#mumbai', '#westernexpresshighway']",https://twitter.com/LoksattaLive/status/1269949231244050432,lockdown unlock mumbai westernexpresshighway,neutral
316,"['#mumbai', '#unlock1', '#missionbeginagain']",https://twitter.com/TheOfficialYogs/status/1269949229209841670,instead of sharing videos and criticizing your city try to support and educate people baki toh you can leave upto this phase of bhagwan bharose mumbai unlock missionbeginagain,joy
317,"['#mumbai', '#unlock1', '#missionbeginagain']",https://twitter.com/TheOfficialYogs/status/1269949050536656898,things are opening up once again there will be traffic jams like you got stuck in that jam all others are on their way to workplace everyone s hungry again for livelihood not even would be doing tp on a monday morning mumbai unlock missionbeginagain,sadness
318,"['#schoolreopening', '#arvindkejriwal', '#unlock1', '#mumbaikars']",https://twitter.com/shahvishu79/status/1269948965283389446,schoolreopening arvindkejriwal unlock mumbaikars stop this else mumbai is waiting for a big disaster in happening sad and worried to see this,worry
319,['#unlock1'],https://twitter.com/CNBCTV18News/status/1269948844818612224,unlock begins today malls religious places to remain shut in maharashtra gets a ground report from dadar west in mumbai an otherwise busy street,sadness
320,"['#unlock2', '#unlock1', '#mumbai', '#lockdownfailed']",https://twitter.com/iam_Beardcules/status/1269946818403667968,why did we have lockdown only to see this so well managed unlock unlock mumbai lockdownfailed,sadness
321,"['#unlock1', '#unlock2']",https://twitter.com/itssanjay__/status/1269944593228890117,unlock unlock people offering prayers at temples large no of people out for a walk at marine drive mumbai people not following social distancing norms modi ji,sadness
322,"['#unlock1', '#uddhavthackeray', '#arvindkejriwal']",https://twitter.com/NMFNewsOfficial/status/1269942701086121992,unlock corona case delhi mumbai unlock uddhavthackeray arvindkejriwal,neutral
323,"['#marinedrive', '#mumbai', '#covid__19', '#unlock1']",https://twitter.com/reena14777343/status/1269941716867354624,mumbai has highest number of corona cases and people want to stay fit by crowding not mainting social distancing and then blame government for increase in corona cases what surprises me is most of them are senior citizens marinedrive mumbai covid unlock,joy
324,"['#coronavirusindia', '#unlock1']",https://twitter.com/peyushkamal/status/1269941094780776448,what govt want to do mumbai open without local trains and delhi open without metro coronavirusindia unlock,sadness
325,"['#best', '#mumbai', '#unlock1']",https://twitter.com/PrahaarNews/status/1269938212643848192,read best mumbai unlock,neutral
326,"['#unlock1', '#unlock2', '#mondaythoughts', '#coronavirus', '#mumbai', '#india']",https://twitter.com/Shadabofficial/status/1269937868375547904,unlock unlock mondaythoughts coronavirus mumbai india,neutral
327,['#unlock1'],https://twitter.com/phones_wiki/status/1269937587134685184,mumbai mission begin again chokes eastern and western express highways during office hours unlock,neutral
328,"['#unlock2', '#unlock1', '#mondaythoughts', '#mumbai', '#coronavirusindia', '#covid_19', '#lockdownend', '#lockdownindia']",https://twitter.com/AnaghaArdalkar/status/1269933468193976322,unlock unlock mondaythoughts mumbai coronavirusindia covid lockdownend lockdownindia,neutral
329,"['#unlock2', '#unlock1', '#coronavirus']",https://twitter.com/softengineer20/status/1269932032299339778,unlock unlock coronavirus muslims offering namaz at mosques large no of people out for a walk at marine drive mumbai people not following social distancing norms modi ji,sadness
330,['#unlock1'],https://twitter.com/pinkeshpinkesh/status/1269931785737011202,mumbai day unlock,neutral
331,"['#unlock1', '#unlock2', '#coronavirus', '#covid', '#worldoceanday2020', '#mumbai']",https://twitter.com/FishyRishi/status/1269928205160460288,the last day of lockdown the last day nature gets to breathe unlock unlock coronavirus covid worldoceanday mumbai,sadness
332,"['#mumbai', '#unlock1']",https://twitter.com/proxax/status/1269926513832534016,wtf mumbai unlock,neutral
333,"['#unlock1', '#mumbai']",https://twitter.com/ganeshmpandey/status/1269926246789509122,unlock in mumbai,neutral
334,"['#unlock1', '#unlock2', '#delhi', '#maharashtra', '#mumbai', '#arvindkejriwal', '#bhaktmukherjee', '#modibetrayedindia']",https://twitter.com/BhaktMukherjee/status/1269925935488348161,maharashtra an indian state has crossed china in terms if covid infection the govt is pushing us to the jaws of death with its useless lockdown shame unlock unlock delhi maharashtra mumbai arvindkejriwal bhaktmukherjee modibetrayedindia,sadness
335,"['#coronavirus', '#unlock1']",https://twitter.com/ArreTweets/status/1269925258804461573,mumbai s coronavirus cases have surpassed but the first day of unlock has already seen heavy traffic on western express highway office going people have little choice but those at marine drive can save their fitness goals for another day,sadness
