tweet,emotion
"#UnlockingHyderabad: #Charminar is inching back to its usual colourful self. Shops are opening their shutters and shoppers have started venturing out.
#Hyderabad #unlock1
📸:@SravanTOI pic.twitter.com/8Mi7AbnbdB",joy
"Once upon a weekend... Haven't we all forgotten what it is to dress up... 🙆‍♀️ : @bhagyashree123
#Bhagyashree #Prabhas20 #LifeBeforeCorona #Unlock1  pic.twitter.com/oc5Ex5hXMP - Hyderabad Times",sadness
"Aww! How adorable is #Asin's daughter #Arin indulging in some serious #QuarantineCooking
#Unlock1 #QuarantineLife  pic.twitter.com/Dx3fZSWK8g - Hyderabad Times",joy
"Think again of reopening the ikea store, the same products can be shopped online and can be delivered. One positive covid19 infection to anyone from customer to store employee puts everyone at risk !! #Hyderabad #covidindia #Unlock1",joy
"#Unlock1 #Hyderabad on Satday recorded its steepest daily jump in Covid-19 positive cases with 206 people testing positive,152 of them in the GHMC limits.The tally of Covid-19 cases now stands at 3,496,while the death toll is pegged at 123 #LockdownFailed https://m.timesofindia.com/city/hyderabad/in-telangana-10-deaths-and-206-positive-cases-in-single-day-highest-yet/amp_articleshow/76240500.cms …",joy
"Wear #mask 😷 , maintain #PhysicalDistancing . #COVID19India #Unlock1 #Telangana #Hyderabad #GHMC https://twitter.com/COVIDNewsByMIB/status/1269486382495350784 …",sadness
"Check out the Hyderabad Times e-paper:  http://tiny.cc/qplxlz  and head to E-times for more movie news:  http://tiny.cc/dyy4lz 
#HyderabadTimes #Epaper #TimesofIndia #Covid #Bollywood #Tollywood #Hollywood #Celebs #KarnamMalleswari #PranithaSubhash #Biopic #Unlock1  pic.twitter.com/cK2xSjy1vb",sadness
"Mosque opening puts DMW in tizzy
 http://epaper.deccanchronicle.com/articledetailpage.aspx?id=14910903 …
@MinorityPIB @naqvimukhtar
#Makkah_Masjid #Shahi_Masjid #Unlock1 #PlacesOfWorship #Masjid #reopening #Hyderabad #Telangana pic.twitter.com/qcHQGfjFvi",sadness
"#UnlockingHyderabad: The chai is bubbling away, the hawkers are setting up their stalls and the clicking of cameras are echoing again. #Hyderabadis are back at their beloved #Charminar
#Hyderabad #Unlock1 #Unlock1Point0
📸: @SravanTOI pic.twitter.com/CgHo6gozqa",sadness
"10 deaths and 206 new cases and we know minimal testing is being done😔

Alarming dangerous trend🙏
Be very alert and safe as you best can be. 

#Hyderabad #Telangana #india #ChinaVirus #Lockdown5 #Unlock1",fear
"#UnlockingHyderabad: Hyderabadis and Irani chai is a never-ending love story and looks like they couldn't wait to be reunited, look at the queue outside #Nimrah
#Hyderabad #Unlock1 #Charminar #Unlock1Point0
📸: @SravanTOI pic.twitter.com/dbZKJeKyux",joy
"#UnlockingHyderabad: The lockdown hasn't taken the shine off #LaadBazaar as the  bangle sellers open up their businesses and it's as if they had never left. The shoppers are back trying out jewellery and haggling for the best bargains. 
#Hyderabad #Unlock1
📸: @SravanTOI pic.twitter.com/bQg0x2NBNX",joy
"#UnlockingHyderabad: It was business as usual at #GulzarHouse today as #Hyderabadis went about their day. The junction which was deserted during the #lockdown is back to its usual bustling self 
#Hyderabad #Unlock1 #Unlock1Point0
📸: @SravanTOI pic.twitter.com/NAuuMG6nO1",joy
"Public wait in queue to have #Iranichai at the famous #Nimrah cafe #Charminar. 

#Hyderabad #Unlock1 #newnormal #PhysicalDistancing @HiHyderabad @WeAreHyderabad #Lockdown5 pic.twitter.com/BP8gzytf3d",anger
"#SumaKanakala's furry baby #Zorro is not impressed by her dance cover of #RamulooRamulaa 😂
.
#QuarantineLife #AlaVaikunthapurramloo #DogsOfTwitter #Unlock1  pic.twitter.com/x5YEdDd9ch - Hyderabad Times",joy
"Good morning to all 
#plus100years #healthy #goodmorning #health #India #Trending #Unlock1 #FactCheck #Maharashtra #Hyderabad #TamilNadu #Mumbai #PositiveVibes #PositiveEnergy #thoughtoftheday #god #positive pic.twitter.com/0obFaPyfRU",joy
"#positive aspects of #lockdown 5.0 / #Unlock1 in #Chennai: 🥥 water from around the corner #mango 🥭 javari from an organic farm in AP, have a relaxing #weekend #AndhraPradesh #Puducherry #TamilNadu #Telangana #Hyderabad #StayHealthy #WashYourHands #PhysicalDistancing #WearAMask pic.twitter.com/8gTLnUwQDr",joy
"Places of worship set to reopen on Monday
MOSQUES IN REMOTE AREAS MAY CLOSE EARLY
 http://epaper.deccanchronicle.com/articledetailpage.aspx?id=14909144 …
 http://epaper.deccanchronicle.com/articledetailpage.aspx?id=14908896 …
#Unlock1 #COVIDー19 #coronavirus #lockdown2020 #Masjid #Makkah_Masjid #Dargah #Restrictions #reopening #Hyderabad #Telangana pic.twitter.com/cdryjmufQn",joy
#Hyderabad #Unlock1  pic.twitter.com/U3FUO7Csng,anger
#Telangana is set to become the number 1 in less testing and hiding the actual number of #COVID19 cases. Hope the #Unlock1 will not turn into a catastrophe for #Hyderabad,sadness
Reviewed our close #cooperation between #lockdown + #Unlock1 with departing @DAADIndia #Chennai director 🇮🇳🇩🇪 #indogerman #academic #exchange #AndhraPradesh #Puducherry #TamilNadu #Telangana #Hyderabad @iitmadras @VIT_univ @IITHyderabad @aufastupdates @PondiUniVC @GurmeetSinghVC pic.twitter.com/3wfyIYjdCY,sadness
"#Telangana govt issues orders to open religious places, malls, restaurants, hotels etc from June 8th except for containment zones. 
 However, educational institutions, schools, metro service continue to remain shut. #COVIDー19 #Hyderabad #Unlock1  pic.twitter.com/pOy5vtmReS",sadness
"#Telangana samples tests/day currently is even lesser than north eastern states like #manipur #tripura #Meghalaya 

Political strategy in times of #pandemic 
Highly condemnable and unacceptable. 
#trs #Hyderabad #india #ChinaVirus #Lockdown5 #Unlock1",fear
"#unlock1.0 #lockdown5.0 #readyformeetings💼 #hyderabad #resumebusinessoperations #bankswilltheysupport #fingerscrossed🤞 @ Padmarao Nagar,secundrabad  https://www.instagram.com/p/CBAlz1VHrne/?igshid=vxhuosbdowyh …",joy
"Check out how @NSaina is passing time and taking up the #BananaDropChallenge in her own style 
#SainaNehwal #funvideo #QuarantineTimes #Lockdown #Unlock1  pic.twitter.com/wzjozVTKfB - Hyderabad Times",sadness
"Been working for home since march 18 and Firm I work for has now given clear directive to #WorkFromHome till Sept atleast and will be further extended if needed later on👏👍
No risks is best approach 
#IT
#Hyderabad #Telangana #india #lockdown #ChinaVirus #Unlock1 #lockdown5",joy
"When #Saif told #Taimur 'I've got your back' & he took it literally 😂
#kareenakapoor #QuarantineLife #Unlock1  pic.twitter.com/67U9uOY9eM - Hyderabad Times",sadness
"विशेष विमान से रायपुर लौटेंगे मजदूर,  Bengaluru और Hyderabad के पूर्व Students ने की मदद

#LockdownIsLifeline #COVID2019 #IndiaFightsCoronavirus #Lockdown5 #Lockdownextention #Unlock1 

फॉलो करें : @triptisoni6194 
LIVETV :  http://ibc24.in/livetv  https://www.youtube.com/watch?v=QDvjeTi_qU4 …",anger
"#quietevenings #3June2020
#Hyderabad #Unlock1
#pictures that speak for themselves!
#StayHomeSaveLives pic.twitter.com/OxckW1jI2R",fear
"Our outlet at Hyderabad Next Galleria - Punjagutta​ is now open for online orders.

👉 Swiggy:  https://www.swiggy.com/restaurants/cookie-man-next-galleria-punjagutta-banjara-hills-hyderabad-251568 …
#StayHomeStaySafe #COVIDー19 #Unlock1 #Hyderabad  pic.twitter.com/YfWotYKZph",joy
#Unlock1 starts and #pollution  reappears #india #Hyderabad Kokapet  pic.twitter.com/6xsaUDeHvD,fear
"Our outlet at Hyderabad Next Galleria - Punjagutta​ is now open for online orders.

👉 Swiggy:  https://www.swiggy.com/restaurants/cookie-man-next-galleria-punjagutta-banjara-hills-hyderabad-251568 …
#StayHomeStaySafe #COVIDー19 #Unlock1 #Hyderabad  pic.twitter.com/kCf9xlK2ar",joy
"Our outlet at Hyderabad Next Galleria - Punjagutta​ is now open for online orders.

👉 Swiggy:  https://www.swiggy.com/restaurants/cookie-man-next-galleria-punjagutta-banjara-hills-hyderabad-251568 …
#StayHomeStaySafe #COVIDー19 #Unlock1 #Hyderabad  pic.twitter.com/fr4G0iYd8s",joy
"Our outlet at Hyderabad Next Galleria - Punjagutta​ is now open for online orders.

👉 Swiggy:  https://www.swiggy.com/restaurants/cookie-man-next-galleria-punjagutta-banjara-hills-hyderabad-251568 …
#StayHomeStaySafe #COVIDー19 #Unlock1 #Hyderabad  pic.twitter.com/o1h2VbsXgE",joy
"IN UNLOCK 1.0  I will be going to Hyderabad to meet my mom

#weeklycontest #cnbcontest
#Unlock1 #ContestAlert
@carandbike",joy
#lockdown4.0 #lockdown5.0 #caronaVirus #covid19memes #unlock1 #tollywood #jalsa #pspk @ Hyderabad  https://www.instagram.com/p/CA5EZZgnyZu/?igshid=3j31tymfydwv …,anger
"Today's primetime #News 1st June 2020 
#COVIDー19
#Unlock1
#Telangana
#Hyderabad
#NewsAlert
#IndiaFightsCOVID19
#Modi https://youtu.be/GUe0lL3IqDU ",sadness
"Unlock 1.0: Haleem returns with bygone Ramadan joy  https://bit.ly/2TYmSTc ⠀
#Unlock1 #Ramadan #Hyderabad #Haleem #Lockdown5",joy
Unlock 1.0: Liquor stores to remain open till 8 pm in Telangana #Liquorstores #CoronavirusLockdown #Unlock1.0 #Telangana #Hyderabad  https://www.thehansindia.com/telangana/unlock-10-liquor-stores-to-remain-open-till-8-pm-in-telangana-625662?utm_campaign=pubshare&utm_source=Twitter&utm_medium=1874798778&utm_content=auto-link&utm_id=139 …,anger
"Office after 2 months
#Unlock1.0 #lockdownlife @ Financial District, Hyderabad  https://www.instagram.com/p/CA5Dya4gS1FLdqMNkR-YSsQy7g7auCVm0YNnsA0/?igshid=15xiocabtfglr …",disgust
"Our outlet at @nextgalleria​ is now open for online orders.

👉 Swiggy:  https://www.swiggy.com/restaurants/cookie-man-next-galleria-punjagutta-banjara-hills-hyderabad-251568 …
#StayHomeStaySafe #COVIDー19 #Unlock1 #Hyderabad  pic.twitter.com/gGnJyxHGmj",joy
"#Delhi #Gurgaon #Bangalore #Hyderabad #Mumbai  
 
With #Unlock1 comes the list of places and outlets from where you can grab your favourite #4700bc #gourmetpopcorn. 

For details, join us on Instagram here -  https://www.instagram.com/4700bcpopcorn ",joy
"After two months of wait, First Train Service from #Hyderabad - #NewDelhi #SpecialTrain started from #Secunderabad Rly Station, ensuring #SocialDistanacing wearing of #Masks
@RailMinIndia @SCRailwayIndia #IndianRailways #NewNormal #Unlock1  pic.twitter.com/HSbWBJXfsS",sadness
"This is the worst time to be out and thinking everything is normal.

#Telangana #Unlock1 #coronavirus #Hyderabad",sadness
#Hyderabad people  queued up in a line as Tirumala Tirupati Devasthanams (TTD) begins sale of Tirupati laddu at Himayat Nagar in Hyderabad on Sunday. Express/S Senbagapandiyan. #Unlock1 #Unlock1Point0 pic.twitter.com/rXlYlYcMsP,anger
"#UnlockHyderabad 
But Just Remember ... It's Not Over Yet! 

 #CoronaVirus #COVID19 #Lockdown
#UnlockOne #Unlock1 #Hyderabad
📸: @prudhvikoppaka pic.twitter.com/Sq1IXiOrMx",sadness
"#India has announced#unlock1 even though #COVID__19  cases are increasing rapidly in #India.
Take your own safety precautions, don't go out unnecessarily and avoid crowd.
#IndiaFightsCOVID19 #Lockdown5 #coronavirus #Hyderabad #HyderabadLockdown",sadness
"@KTRTRS sir, kindly look into this. We 5 family members were locked at vijayawada unable to attend our pregnant daughter at Hyderabad since 23/3/2020. We wish to travel vijayawada to Hyderabad on 01/06/2020 as per #Unlock1 #Lockdown5Guidelines ( in our own vehicles ) pic.twitter.com/E8PPJ23CQi",sadness
@TelanganaCMO please clarify whether we can travel on 01/06/2020 as per the new #Unlock1 #Lockdown5Guidelines  about removing restrictions for persons to travel interstate ( Andhra Pradesh to Telangana ). We 5 have to travel from vijayawada to Hyderabad to attend our daughter.  pic.twitter.com/ea6Ob9FVsD,joy
"Restaurant, Hotels, Malls may Reopen from 8th June. #June #Coronavirusindia #Unlock1
#Hyderabad #TelanganaFightsCorona https://www.livemint.com/news/india/government-allows-restaurants-hotels-and-malls-to-open-from-8-june-11590848635616.html …",joy
"This is not Lockdown 5.0. 
It is UnLock 1.0 
#lockdown5 #Unlock #unlock1 #COVID19Quarantine #Covid_19india #TelanganaFightsCorona
#Hyderabad #Telangana",anger
"BENGAL COVID ALERT 17/6
New case 391
Active case 5,261
Total case 12,300
Death 11
Total death 506
Samples tested 9,222
Total tests 3,60,976
DISTRICTWISE NEW CASES
Kolkata 142
Howrah 73
N 24 Parganas 46
Alipurduar 28
S 24 Parganas 23
#BengalFightsCorona #COVID19India #Unlock1",anger
"BENGAL COVID ALERT 17/6
* Total deaths 506 with 11 in 24 hrs 
* 505 patients discharged in 24 hrs 
* Total cases discharged is 6,533
* Discharge rate is 53.11%
* 143 cases in Kolkata in 24 hrs
* Of 11 deaths, 7 are in Kolkata
#BengalFightsCorona #COVID19India #Unlock1",sadness
"#Cycling ensures #SocialDistanacing during #Unlock1 

Pls cater to the masses by prioritising #bicycle movement in #Kolkata 

Pop-up cycle lanes in the Arterial Roads are the need of the hour. This could be the cornerstone of our #futureofmobility too. pic.twitter.com/BhGvtnzQOy",joy
"City restaurants struggle to stay afloat post #Unlock1 
.
.
.
.
#unlockdiaries #kolkata  pic.twitter.com/LFVWLAOJ8x",sadness
"BENGAL COVID ALERT 16/6

New case 415
Active case 5368
Total case 11,909

Death 10
Total death 495

Samples tested 8,512
Total tests 3,51,754

DISTRICTWISE NEW CASES
Kolkata 170
N 24 Parganas 70
Howrah 40
S 24 Parganas 31 
Cooch Behar 18
#BengalFightsCorona #Unlock1",anger
"First time out in the city since nearly 3months...This is #Kolkata busy #ChandniChowkMarket
#RIP #SocialDistancing #BusinessAsUsual #Unlock1  pic.twitter.com/mkhdDPunze",sadness
"Riding an Empty #bus in #kolkata over #ballybridge yesterday during #unlock1 in #kolkatacity .. it was really a scary #busride and situation outside during this #coronavirusoutbreak 
.
#shotoniphone #shotbyme…  https://www.instagram.com/p/CBfVz-0Axl_/?igshid=rrg4r7gzzt88 …",fear
"Nearly 52% of Kolkata residents favour total lockdown for another month, says survey. Delhi, Chennai & Mumbai residents have also asked for a complete shutdown
#Kolkata
#lockdownextension
#Unlock1
#IndiaFightsCoronavirus https://bulletinhours.com/nearly-52-of-kolkata-residents-favour-total-lockdown-for-another-month-says-survey …",disgust
"The way this #Unlock1 is shaping up #kolkata get ready for a shocker in coming days. We will be in top 3....

#COVIDIDIOTS
#covidindia
#CoronaUpdatesInIndia
@DrHVoffice
@MoHFW_INDIA",joy
"Quarantine
#21dayslockdown
#21dayslockdownindia
#lockdown3
#unlock1
Kolkata, 2020
. . . .
. . . 
#covid_19 #covid19india #covid19kolkata #corona #covidart #covidartexhibit #coronaindia #artquarantined…  https://www.instagram.com/p/CBbEqZYDZkN/?igshid=fgga1bbljwv8 …",joy
"BENGAL COVID ALERT 13/6
New case 454
Active case 5693
Total case 10,698
Death 12
Total death 463
Samples tested 9008
Total tests 3,24,707
DISTRICTWISE NEW CASES
Kolkata 158
N 24 Parganas 69
Howrah 62
West Medinipur 49
S 24 Parganas 28
#BengalFightsCorona #COVID2019india
#Unlock1",sadness
"GD BIRLA school, #KOLKATA is facing heat from parents w.r.t increase in school fees, even certain private schools seeing the same across the state #WestBengal . 

I think now state education minister should act fast.

#Unlock1 #COVID19 #coronavirus",sadness
"What is #HomeQuarantine 👇
#Mumbai #Delhi #Lucknow
#Chennai #Bengaluru #Indore
#India #Rajasthan #haryana
#Indians #lockdownindia 🔒
#Unlock1 #Modi #Mumbaikar
#Pune #TamilNadu #Jaipur
#Kolkata #UP #Ahmedabad
#Gujarat #Maharashtra #thane #Indian #chembur #navimumbai #Gurgaon pic.twitter.com/hTFHSL5FlN",sadness
The Monsoon rain started in Kolkata and @Uber increased their rate by 2X...This is nothing but to minting money by exploring the helpless of the people in difficult time. Does rain increases your operation cost @UberINSupport . #Unlock1,anger
"@PMOIndia I request the concerned authorities to run the Suburban Local Trains in Kolkata soon as all the offices are now open with more than 70% staff attendance in #Unlock1 . It is costlier to attend the office via different mode of transport.
@RailMinIndia @narendramodi",sadness
"BENGAL COVID440 ALERT 11/6
New case 440
Active case 5338
Total case 9768
Death 10
Total death 442
Samples tested 9522
Total tests3,06941
DISTRICT-WISE NEW CASES 
Kolkata 117
North 24 Parganas 67
Howrah 44
Darjeeling 41
Jalpaiguri 34
#BengalFightsCorona
#COVID19India #Unlock1",fear
This pic from Kolkata tells the story of #Unlock1 in some metros. Who says there is an epidemic going on?  pic.twitter.com/1Lgdxf0tYo,disgust
"@RahulGandhi Can you explain what are the new #socialdistancing norms once #Unlock1 is on.
It scares us.
Pet ki aag bujhane baahar nikalein, ya tohfe mein #CORONA ghar le aayein...State of choices with public.
#publictransport kills
#kolkata #UnlockingUs
#acchedin #DidiKeBolo pic.twitter.com/deJItWVySI",fear
"#Kolkata: New Market totally sealed today after multiple detections of #COVID__19 positive cases. 

#Unlock1  pic.twitter.com/toYEt5uKZc",joy
"Unlock 1.0: Air quality witnessing a dip in Kolkata. The average PM 10 remained at 48 in the city on June 8 and June 9.

 http://www.sakaltimes.com 
#Sakal #SakalTimes #SakalNews #viral #news #ViralNews #breaking #Airquality #Kolkata #City #Pollution #Unlock1.0 #Air #ClimateCrisis pic.twitter.com/p8Ar8B3OHT",fear
"Unlock 1.0: Air quality witnessing a dip in Kolkata. The average PM 10 remained at 48 in the city on June 8 and June 9.

 http://www.esakal.com 
#Sakal #SakalMedia #SakalNews #viral #news #ViralNews #breaking #Airquality #Kolkata #City #Pollution #Unlock1.0 #Air #ClimateCrisis pic.twitter.com/PxmbuaECeZ",fear
"UPDATED MAP!!

#containmentzones of #kolkata #howrah as on 10june

check the map
👇👇👇
 https://bit.ly/3e1VDiA 
#coronavirus #bengal #westbengal #map #redzone #saltlake #Lockdown5 #Unlock1 #lockdown #hooghly #covid19 #CoronaVirusUpdates #CoronavirusPandemic pic.twitter.com/mcunL0DEAZ",joy
"দু’দিন আগে মন্ত্রী অরূপ বিশ্বাসের সামনে সব পক্ষ শর্ত মেনে বুধবার শুটিং শুরু করার বলা হলেও ফোরাম উল্টোপথে হাঁটল কেন?
#TVSerials #Tollywood #Unlock1 #Kolkata @prosenjitbumba #Artists #RealNews #EiSamay https://eisamay.indiatimes.com/entertainment/tv-news/tv-serials-not-starting-from-wednesday-due-to-delay-in-insurance-paper/articleshow/76296420.cms …",joy
"Kolkata’s popular Mughlai restaurant Aminia opens with 30 percent seating capacity | Indiablooms - First Portal on Digital News Management  https://www.indiablooms.com/life-details/L/5154/kolkata-rsquo-s-popular-mughlai-restaurant-aminia-opens-with-30-percent-seating-capacity.html … # Aminia, #Kolkata, #EatingOut, #Unlock1",sadness
"BENGAL COVID ALERT 9/6
New case 372
Active case 4950
Total case 8985
Death 10
Total death 415
Samples tested 7802
Total tests 2,87,900

District wise New Cases
Kolkata 132
Howrah 38
Birbhum 29
N 24 Parganas 28
S 24 Parganas 22
#BengalFightsCorona #COVID19India #Unlock1",anger
This is Social Distancing of #Kolkata #Unlock1 @CovidIndiaSeva pic.twitter.com/v0A7tsNRdj,fear
"Social distancing being strictly followed by People ...👏👌 @MamataOfficial
#Kolkata #Mumbai #SocialDistancing #coronavirus #Unlock1 #tmc #SpeakUpDelhi pic.twitter.com/LoGSAYUtDD",joy
Sun kissed try to compromise with new normal #summervibes #unlock1 #mycity #mood @ Kolkata  https://www.instagram.com/p/CBNdmd_HyCpoDhMw5Hs5ECAef6Cy_q_vDi74NM0/?igshid=19o3pf7x588eo …,joy
"Kebabs, cakes, sizzlers, selfies with masks, face shields ...
Intrepid Kolkatans warm up to the new normal!
.
.
.
#unlockdiaries #unlock1 #petercat #southcitymall #kolkata #nahoums #parkstreet pic.twitter.com/pcpS1UkuqI",joy
"'ভাবতে অবিশ্বাস্য লাগছে! কোনও শপিং মলে ঢুকলাম তিন মাস বাদে।'
@sohinisarkar01 #SouthcityMall #Kolkata #Unlock1 #COVID19 #RealNews #EiSamay https://eisamay.indiatimes.com/entertainment/cinema/actress-sohini-sarkar-went-to-south-city-mall-after-it-reopend/articleshow/76275567.cms …",anger
"How Kolkata fared as malls, restaurants and temples reopened | The Scrbblr -  https://zcu.io/SMn2  #Kolkata #Unlock1",joy
"First customer at #Nahoums post Unlock? Giovanna Caruso. She’s from Italy & visits Kolkata every year. This year, she’s stuck because of the lockdown. But there’s no homesickness a little cake can’t fix!
.
.
.
#unlockdiaries #Kolkata #NewMarket #Unlock1
 https://timesofindia.indiatimes.com/city/kolkata/unlockdiariesnahoums-welcomes-back-bakery-loyalists-with-almond-pastry-plum-cake-and-more/articleshow/76264586.cms …",sadness
"With #Unlock1, shopping malls have also reopened but with restrictions. Social distancing norms and enhance safety protocols have become the new normal.
(@manogyaloiwal)
#Kolkata #coronavirus https://www.indiatoday.in/india/story/unlock-1-0-shopping-malls-restaurants-temples-embrace-new-covid-reality-1686986-2020-06-09 …",joy
"This is the scene on 1st day after lockdown for office goers in Kolkata !
Social Distancing goes out of stadium !

 #Unlock1  pic.twitter.com/wOOmam9Njx",joy
"#SocialDistancing 😱🙄 Where only 20 passengers allowed in a bus 

#Kolkata #BengalFightsCorona #bengal #unlock1 #lockdown #WestBengal #India @MamataOfficial @nitin_gadkari @AITCofficial @BJP4Bengal @jdhankhar1 pic.twitter.com/cRN2cu1jE4",disgust
#RIP #SocialDistancing during #Unlock1 in #kolkata  pic.twitter.com/ZB8KBVmsFG,sadness
"Social distancing in Bus, Where only 20 passengers allowed 😀😀
#Kolkata #kolkatadiaries #BengalFightsCorona #bengal #unlock1 #lockdown pic.twitter.com/EVr8ACThAZ",disgust
Mohun Bagan to reopen club tent from June 15 in Unlock 1.0 #MohunBagan #Unlock1 #Kolkata #Football https://www.mykhel.com/football/mohun-bagan-to-reopen-club-tent-from-june-15-in-unlock-1-0-145073.html …,disgust
"Kolkata, today. #Covid_19india #SocialDistancing #Unlock1 #unlock1Point0 pic.twitter.com/svS9nU8ypJ",joy
"BENGAL COVID ALERT 8/6

New case 426
Active case 4743
Total case 8613

Death 9
Total death 405

Samples tested 9024
Total tests 2,80,098

District wise New Cases
Kolkata 128
North 24 Parganas 55
Cooch Behar 47
Jalpaiguri 41 
Howrah 38
#BengalFightsCorona #Unlock1 #COVID19India",fear
"#BengalFightsCorona No local trains, no Metro rail, not enough  buses, autos in Kolkata on #Unlock1 Day. Chaos sends social distancing for a toss. Now #MamataBanerjee says you can cycle to work once @KolkataPolice identifies streets you may #cycle down.",fear
"This is shocking and suprising 👀🙄😳
#unlock2 #Unlock1 #mondaythoughts #Covid_19 #COVID19 #coronavirus #Birla #Temple #Kolkata  https://twitter.com/IndiaToday/status/1269963674682359810 …",disgust
@MamataOfficial @derekobrienmp @FirhadHakim in continuation 2 my earlier twt here’s a sample pic of d traffic pts of kol. Dis girl is not only risking herself but others 2. Kindly arrange mask 4 all such people. #SafetyFirst #COVID19India #kolkata #FightAgainstCorona #Unlock1  https://twitter.com/I_am_Shreyas/status/1268511211198599169 … pic.twitter.com/P7nF4U9Duo,joy
"#LocalMemes
Mall owners right now!!! 😂😂😂
#memes2020 #Unlock1 #unlock2 #shopping #malls #Mumbai #pune #Maharashtra #Delhi #kolkata #WestBengal #Karnataka #tamilnadu #LocalSamosa pic.twitter.com/FFBXuNex7A",joy
"#Unlock1 | Here's a ground report of how the situation is in #Kolkata on day one of the #Unlock. Tune in!

#IndiaFightsCOVID19 #UnlockIndia #CoronavirusPandemic #WestBengal pic.twitter.com/Rrn6TzFrXl",sadness
"All you need to know about ""Unlock 1"". 

#Unlock1 #lockdown2020 #COVID19India #IndiaFightsCOVID19 #guidelines #maharashtra #Delhi #Kolkata #hyderabad #Rajasthan #Karnataka #TamilNadu #JammuAndKashmir #WestBengal #Localsamosa https://www.localsamosa.com/2020/06/05/lockdown-5-0-guidelines/ …",sadness
"Exclusive: The legendary #Nahoums bakery opened after 50 days today. CT was there to taste the first batch of the goodies!
.
.
.
#Unlock1 #Kolkata  pic.twitter.com/pqi5j5xBcW",joy
"Of the total 8,187 #coronavirus cases till June 7, #Kolkata has reported 2,758 patients, while the rest have been almost evenly distributed across #WestBengal. #COVID19. #India #Unlock1
#TheWeek @TheWeekLive https://bit.ly/3dKnvaS ",sadness
"Social distancing is a myth in Kolkata. Huge crowd on roads, dismantling government guidelines  I am in favour of unlocking the country but our Janta is hellbent on pushing us towards another indefinite lockdown. PS- India is on its peak of Covid19. God save our nation. #Unlock1",anger
"The 1 pic is frm #MarineDrive Mumbai and 2 pic from kolkata.. If these are the result of #Unlock1 then country be ready to face more covid-19 + reports. Mumbai marine drive people who came for walk are educated hypocrites.
Mumbai city spotted +10k,covid+ n 126 death after unlock1  pic.twitter.com/1PMdyqcffE",sadness
"Kolkata today.
@MamataOfficial 
This is what you wanted right?
Well you got it.
#Unlock1
#lockdown2020 pic.twitter.com/fumvsjakpq",joy
#Kolkata is back... Everything open... itne saare logo ko ek saath itne dino ke baad dekh kar bada ajeeb sa lagg raha hai... Khamoshi ka daur khatam ab wahe chehel pehel wali zindagi shuru... #Unlock1 #unlockone,sadness
"এবার আর যেমন খুশি শপিং মলে ঘুরে বেড়ানো নয়, মেনে চলতে হবে অনেক নিয়ম

#Unlock1 #Unlock #UnlockingIndia
#UnlockIndia #UnlockRules #NewGuidelines #ShoppingMall #Kolkata #CityOfJoy #CoronavirusOutbreak #KhoborwalaTV
 https://khoborwalatv.com/mall-to-open-8th-june-rules-and-regulations/ …",anger
"#specialtrains
#SpecialTrains of @RailMinIndia from/to #Kolkata
#Unlock1  pic.twitter.com/aXjeZkhbbN",anger
"#specialtrains
#SpecialTrains of @RailMinIndia from/to #Kolkata
#Unlock1  pic.twitter.com/XsnEbw7rGg",anger
"একনজরে দেখে নেব গোটা রাজ্যের পরিস্থিতি...
#COVIDー19 #COVID19Update #WestBengal #Unlock1 #Kolkata #StaySafe #RealNews #EiSamay https://eisamay.indiatimes.com/west-bengal-news/others/coronavirus-case-in-kolkata-howrah-hooghly-west-bengal-latest-news-live-updates/articleshow/76227480.cms …",anger
"Add Chennai, Kolkata to the list. In all metros things have gone out of control. Rest of the cities will explode after #Unlock1  https://twitter.com/GabbbarSingh/status/1269101431459467264 …",anger
"""BACK TO THE DAILY LIFE""
#Unlock1 #postlockdown #kolkata #india #office #workplace #LockdownEnd #unlockone #SwagotoPhotography #SwagotoOnInstagram pic.twitter.com/0DvLIggCmo",joy
"On the third day of Unlock 1 |
For full story:  https://youtu.be/RDFx78wQl-Y 
#Newmarket #Unlock1 #Unlock #unlockone #UnlockYourFreedom #unlock1Point0 #UnlockingIndia #Lockdown5 #LockdownEnd #lockdownextension #LockdownExtended #lockdown2020 #lockdown #Kolkata #latestupdate pic.twitter.com/0GNqvY9ubi",joy
"1 Covid positive in Kolkata, lockdown, everyone was anxious.
6000 covid positive in West Bengal, everyone need to go to office by public transport,no social distancing,no life securities.
It's like you die,what's the f*** big deal is it.
You are poor?so die ..#COVIDー19 #Unlock1",fear
"#Lockdown didn't go waste,
1. Improvement in air quality.
2. Dolphins spotted near Kolkata ghats
3. The number of flamingos increased in Mumbai
4. Ganga fit for drinking in Haridwar
Tomorrow is #EnvironmentDay lets take oath to keep these changes after #Unlock1
#BlueLivesMatter",joy
"This is nothing bt mental harassment Sir
They shud nt hv booked d ticket in the first hand if they wr nt sure of flying. Now why they r harassing the customers is beyond my imagination
Pl take sme strict action Sir
#kolkata #flight #goAirLootedCustomers #delhi #Unlock1 @MoCA_GoI",disgust
"Home sweet home.1/2/3 Bhk Ready to move in apartments in Mussoorie Road Dehradun. Call - 8126111666
#Unlock1 #Dehradun #kolkata  pic.twitter.com/RtQKB8k5zn",joy
