,index,labels,tweet
11928,19592,happiness,sorry  i misspelled twice already im notgiving you up just have to run   httpblipfmjjxr
11929,19600,love, bye  btw you like simple plan hoobastank bon jovi linkin park too i love them 
11930,19602,neutral, i work in youth justice
11931,19603,worry, no worries
11932,19604,sadness,off to teach a bunch of fifth graders for the morning  oh joy 
11933,19605,love,this is why i got best dressed
11934,19606,neutral,gotta get ready to leavealec and i are going hunting outside of volterra this should be fun  talk to everyone later
11935,19608,neutral,  redbull has the same amount of caffine in it as a cup of coffee youre theory is quashed nicola
11936,19610,worry, feel better soon your immune system must be away on holiday somewhere probably with mine
11937,19611,neutral,new book in the pocket httpbitlybiad
11938,19613,worry,could barely sleep last night ughanyways good luck with finals everybody dont rush through your tests lol
11939,19614,sadness,waking up at ungodly hours to go to work is starting to get old at least the coffee is good
11940,19615,love,luking for new background pic
11941,19616,love, we never want to lose the fans that got us here thank you for saying that  wish you and the others a nice day greets
11942,19617,happiness, i have got my smile
11943,19618,worry,wish he could that would b better
11944,19619,neutral,europe bound
11945,19621,worry,is taking the dog to the vet then a play date with annabelle
11946,19622,worry,listening my own playing on a friends album and being disgusted by every second of it  i suck  normal reaction every album
11947,19623,neutral, awwwwweeee nick
11948,19624,happiness,good morning campers i got lots of sleep last night thank you thank you ash thank you
11949,19626,happiness, i suppose this will be in the blog post but could u email me who was there too
11950,19628,sadness, until i break up with you via a  second phone call
11951,19630,happiness, thanx for the msg glad u liked my singing
11952,19631,neutral,lucky charms ftw
11953,19632,sadness,illys note in the book from one geek to another  keep up the good work sigh  he is missed  and he was great for espresso
11954,19633,happiness,eating rice for breakfast yes
11955,19634,neutral, days till my th bday
11956,19635,happiness, not a problem  glad to
11957,19636,happiness,ah what a lovely day for a bike ride and cake making  is rooting  those who are revising do your best x
11958,19641,happiness, yeah its great always something interesting going on
11959,19643,neutral, thanks for the reply my friend
11960,19644,worry, so our bums really do look big it this
11961,19645,neutral,shared kim hï¿½ltermand  portfolio shared by kaare finally a dane  iâ´ve got the honor to do the amazing httptinyurlcomcoypsl
11962,19646,neutral,m make one with something about the charger
11963,19648,worry,back from sql finals tomorrownew video today
11964,19649,neutral, haha okay im getting the box sets for my birthday anyway
11965,19653,neutral,thanks 
11966,19654,love,i just looove my bf  u are awesoome hannah montana the movie was amazing  best movie ever   cool httpgykdnet
11967,19656,happiness,life is so good and it will much greater on thursday at pm
11968,19658,happiness, cant wait to see you on december in switzerland for a third rendezvous  great show  you are just amazing   enjoy in oz
11969,19659,love,perth awesomelove top gearwhos your favouritegot to admit i have a soft spot for captain slow
11970,19660,love,repeatedly rubs thumbs softly and lovingly upon new sarah rayne novel sigh and its not a paperbackim the potrait of profound bliss
11971,19662,neutral,posting this from blogspot
11972,19663,neutral, sure i will
11973,19665,worry, lol my wife was teaching me how to eat them without sending the little soybeans flying it was unsuccessful
11974,19666,love, that is so sweet have a good day
11975,19667,love,no school today thats greeeeeat
11976,19668,happiness, thanks so much for following the muse has much gratitude and wishes you a magnificent  productive start to your day
11977,19671,worry, hi s plz follow me
11978,19673,happiness,httptwitpiccomjerc view of atlas mountains morocco across the straits of gibraltar i took the other day from europa point gib
11979,19674,love, and ooh you changed your twitter name i approve whole heartedly
11980,19675,happiness, yep  looking forward to it
11981,19676,worry, thought you might be interested in  httptweetphotocom see whos viewing your photos
11982,19677,happiness,woohoothis is the dayweek the lord has made just remembered we get to wear jeans  chanclas all week
11983,19679,neutral,no new books sigh will probably reread gaimans american gods or murakamis windup bird chronicles
11984,19680,happiness, ben and jerryyummmmy
11985,19681,neutral, morning
11986,19682,neutral, and he really doesnt like shiny happy people im a local rem expert btw saw them for the first time in 
11987,19684,happiness, i was nice i called you  lmao
11988,19686,love,thanks kate too  kisses xoxo
11989,19687,neutral, meant to ask how did the other night go did you enjoy the fightdid yas have an allnighter
11990,19688,love,coffee and gym starting the day off right
11991,19691,happiness,hey there its a glorious morning mondays animation mode on
11992,19692,neutral,loves her david soooooo much 
11993,19693,neutral,morning everyone
11994,19694,sadness,dinner was yummy and all but im still super tired after all the things we went through to enroll for college
11995,19696,happiness,im eating a flake storm from hungry jacks or as americans call it burger king
11996,19697,happiness, haha xd lmfaoo p yasemin ist sehr sï¿½ï¿½  we rawk or what xd
11997,19698,neutral,studying for my examsboring
11998,19699,happiness, yeah the tomato paste and oil is traditional on a sandwich eat it with some olives and maltese cheese  yum
11999,19701,happiness, hello paul nice to hear someone is listening  some interesting thoughts from kaashoek unisys patel from doculabs next 
12000,19702,worry,ahart ah birmingham i remember being there in the wrox days
12001,19703,love,is loving mortal combat right now
12002,19704,happiness,home from work  good night with epic dudes and dudettes
12003,19705,happiness, good morning broham
12004,19706,neutral, thats black market material right there my friend
12005,19708,neutral,  x
12006,19709,happiness, have fun guys were about  days behind you
12007,19710,worry, novos followers httpmigremesfn sorry the account you were headed to has been suspended due to strange activity strange ï¿½ ï¿½timo
12008,19711,happiness, mine was good wet but good
12009,19712,love, so cute you twitting in potuguese
12010,19713,neutral,again check out httpwwwmyspacecomtherealfunkymonkey  these guys rock this one too   httpblipfmjkbc
12011,19714,sadness,woke up this morning to the line i made this halfpony halfmonkey monster to please you but i get the feeling that you dont like it 
12012,19715,love,graham yerrrr sameee haha its the way he plays edward i thinkk mmmm
12013,19716,worry, kiran sorry about ur bad landg hope ur neck feels better at least u didnt break it like jd btw ur in fine shape
12014,19717,love,loves the nice weather and  exams
12015,19720,neutral, my dad just bought me both of these  theyre tricky language tho
12016,19721,neutral,shortstack yeah if i do go i will be going to the second one aswell
12017,19722,neutral,i am back
12018,19723,happiness,musicnews thanks
12019,19726,love,more to thank for ff shouts     and heaps more sry will be here all night i now realise
12020,19730,happiness,carter good film
12021,19731,neutral,jamie  sean cody up for some angry  jamie  sean cody i wouldnt piss this one off  hey there guys do httptinyurlcomddyyd
12022,19732,happiness, lol triplet  haha im so glad that morgan got the bag even if she didnt ride the ride
12023,19733,love, im in love with twitter more more lol back off gaulers i got this more
12024,19734,love,bye bye for now you lovely tweeters and especially my followers
12025,19735,happiness, thank you  saw your comment on the chew aerobics really tickled me
12026,19737,happiness,rather excited about my hospital placement starting on monday i get to give needles and take blood
12027,19738,happiness, we cant wait to see you   this week can not go fast enough
12028,19739,neutral, keep it that long people can ffwd if they like now if you did aac w chapter markers
12029,19740,happiness,sitting at the audi joburg fashion week casting so many lanky people in one place almost  lol good luck to everyone  
12030,19741,sadness,in st period i hate this class cant wait until im home  ill b the happiest person in the world wen im home
12031,19743,happiness,its my birthdayhappy birthday to me
12032,19744,love, looooooooooooool thanks
12033,19747,love,my momma is comin night   morrow tennis day with pnar yuppie 
12034,19750,love,i feel in love with pizza girl now i eat pizza everyday
12035,19751,love,who is that girl i see staring straight back at me when will my reflection show who i am inside
12036,19754,worry,hanging out with  and the berlin jarn guys  httpyfrogcomcej
12037,19756,neutral,  may we be humble but bold for christ  lisa
12038,19758,neutral,im just up  and its  o  im so lazy thank god its a bank holiday
12039,19761,sadness, romance zero is funny
12040,19762,sadness,finished with mtml assignment  but didnt like it at all feels like i missed lotsa points but the word limit is  hmmpph
12041,19763,sadness,i wasnt sore yesterday but im definitely feeling those hills now my legs hurt all the way up to my booty its a good hurt
12042,19765,neutral,is still amazed at the awesomness of last night the discussion was great looking forward to a great week only days until i go home
12043,19766,neutral, goood
12044,19768,worry, have you noticed that were at the beginning of what may be the worst recession since the s 
12045,19769,neutral,he will be here in less than hour
12046,19770,happiness, im very passionate about my interests and go above and beyond  i mean youve followed the wiggles right
12047,19771,happiness,new word of the day whoore lure yes a new word for cologne thanks mike harding
12048,19772,happiness,so i got up went outside planted a few flowers and watched a lee evans dvd who knew bank holidays were so fun
12049,19774,love, why thank you i might just take you up on your offer
12050,19775,happiness,at school with everyone before the first classs of the day   days
12051,19777,happiness,im off to costco in a bit to print off more photos for my photobook
12052,19780,love, youre not here i hope youre still resting  i dont want you to be stressed
12053,19781,worry,httpwwwfacebookcompageshellotxt this message is posted on hellotxt facebook fan page through hellotxt check it out
12054,19782,happiness,happy star wars day
12055,19783,neutral,httpwwwfacebookcompageshellotxt this message is posted on hellotxt facebook fan page through hellotxt check it out
12056,19784,worry, answers on a postcard what century are you in
12057,19786,neutral, im currently using microplaza which i found via a link in the comments on your blog  httpbitlyabrjp
12058,19787,love, no i would like this yesterday i talked with alyso stoner xd and benton sent me a private messae and coment me here
12059,19788,sadness, hope you get your car today   hate anything that stops me from my work 
12060,19791,neutral, im saving up for a three burner weber for next year
12061,19792,sadness,bye plurk out muna will be back when im done reading the book  httpplurkcomprqc
12062,19793,worry,rosie to the vet routine shots and bordatella
12063,19794,happiness,radioactive never gets old and never will  this is the th time i have listened to the cd its on repeat today and still love it d
12064,19795,happiness,  de wereld need more ppl like you 
12065,19796,love, thanks followed me back
12066,19799,love,yay watching supernatural    great way to end a hard day i miss you jesse
12067,19800,worry,tried on all the shoes in new look
12068,19802,love,my sister just called shes officially in labor looks like anna and josie are getting a new cousin today  and this one is a girl
12069,19803,happiness,its a bank holiday if youre happy and you know it clap your hands
12070,19805,happiness, that smile  the one in your avatar  is that a permanent condition
12071,19806,neutral,i am bored  any ideas of a nice site
12072,19809,happiness, itï¿½s no voting vs anything  simple but true yr stronger cover is the best  wo me looking through pink glasses
12073,19810,neutral, sounds nice   have you downloaded twitterena  lol 
12074,19812,happiness, thankyou  how is ur night
12075,19813,sadness,will be practicing my smile todayits gunna be big
12076,19817,neutral,is going to school  leave me stuff
12077,19818,happiness, i understood you precoffee tweet  im good
12078,19819,love,off  have a good star wars day fonz day dancing taco day whatever you celebrate its all good
12079,19820,happiness, haha i know i cant handle the fame  and thank you
12080,19821,love, wow  nice roar i see good things in your future
12081,19822,love,kittykat thats very nice of him
12082,19823,worry, bahaha weekends are just too short esp when its nice out i wanna stop time like evie on outta this world morning
12083,19824,worry, looks like youve had another culinary success sarah
12084,19825,happiness,happy monday  up and about going to tavares today hope everyone has a blessed day
12085,19826,worry, do not do it  ive seen enough  movies to know that something terrible will happen lol
12086,19827,neutral,st day of master cleansewish me luck
12087,19828,love,honestly last night was amazing everything was perfect
12088,19829,worry, word
12089,19830,worry,coffee brewing on this musicmonday morning im listening to the fray heres to a good week
12090,19833,love,waking up after talking on the phone to my amazing friend all night long my eyes and stomach are the only ones complaining i love boy
12091,19834,happiness,  omg lol  this is fun tnx  posting this
12092,19835,neutral, very true ill write them seeing ipl
12093,19836,neutral, indeed
12094,19838,neutral,ac getting installed today
12095,19840,neutral,volvicchallenge tesco dropped off my  bottles today  props for doing so on a bank holiday
12096,19841,neutral, again tonight
12097,19842,happiness,httptwitpiccomjfa  my new baby cousin olivia  pounds  inches perfectly adorable
12098,19843,sadness,what can twitter do for me
12099,19845,worry, what a riotnow you can tell youre friends youve got chlamydiabut youre hoping to get poxsyphilis soon
12100,19846,happiness,i just had a lovely lunch of curried rice and mussels with baby octopus  yum
12101,19849,neutral, i will definitely pray and bath  thanks
12102,19850,love,i dont know the guys on radio disney have so much energy i wouldnt be able to do it  
12103,19852,sadness,got an a in english again  yay  but a d in maths
12104,19853,neutral, you do and this is in response which of the  tweets from over the weekend
12105,19854,worry, days till   cant wait
12106,19856,neutral, good news about the tooth
12107,19858,worry, i hope that if i were to run up on stage with you one dayu wouldnt kick me off u would booty pop with me
12108,19859,neutral,anywho im having an early night good night twitter world
12109,19860,happiness, saw a whole lot of your stuff at africa joy casterbridge farm white river in mpumalangawas quite thrilled to see ur stuff
12110,19864,love,here why i like jeans  httptinyurlcomcsbos
12111,19866,happiness,oh my goshso close to finishing my song i cant wait
12112,19867,sadness,is bored waiting till  to go out to tha bus
12113,19868,love,i love the start to a fresh new week tis when i am motivated most
12114,19869,love,good morning my little twitternut squashes   how are you all today whats the weather like where you are
12115,19870,love,  happy monday
12116,19871,sadness,backhad a great mad monday meeting tomorrow
12117,19874,happiness,nothing like charley biggs chicken  am
12118,19875,neutral,just got home  errrr vluna hospital is so far 
12119,19876,happiness,happy juddday everybody
12120,19877,neutral,online
12121,19878,happiness,good morning world
12122,19880,love, thanks for the morning laugh you are just too funny
12123,19881,happiness,  yes  thats what i said
12124,19882,love, here we are  unofficially of course but we are providing all the info you could want for the geelong football club
12125,19884,neutral, yayy  youll can help me im doing my english homeworks which i had to do during the holidays 
12126,19885,happiness, it was amazing had the best time  hope you had a good weekend too
12127,19886,love,hello twitterfon im so glad youre back
12128,19887,happiness, it was only  for the curtain and the two rugs  it makes bathing exciting hahaha
12129,19888,neutral, always be your self and thing will go on without no problem and do you even try hard to be your self  just be and smile
12130,19889,love, i wish i was in london to see you its like my biggest dream to meet you  iloveyouuu 
12131,19890,happiness,excited about cwpm tomorrow only one member is going but still  its a good start
12132,19891,sadness,the old internet is fairly boring today nothing new on it
12133,19892,love, thank you
12134,19893,worry,i just arrived in the office i am preparing myself for a very busy day listening debussy those songs always makes me feel better
12135,19894,love, thanks it was a ballroom dancing competition
12136,19895,happiness,hello thereeeeeee
12137,19896,sadness, lol i hate when that happens all hyped up and its over before you know it lunch sounds nicehope you have a nice time
12138,19897,love, i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks
12139,19898,happiness,  i enjoyed seeing everyone that presented on saturday at the clark howard event  especially the  preclark speakers
12140,19899,happiness,just got to school goin to cinncinatti wednesday
12141,19900,happiness,im so pumped for the day
12142,19901,happiness, ha ha surprisingly well considering having a good time in the sun up in the mountains
12143,19902,happiness,good morning everyone  time for work
12144,19903,worry, youre fine  trying to kill off the bots and retweets in a bid to be the least popular person on twitter btw who are you 
12145,19905,worry,killing people  no not realy oo just bored although it does sound like fun
12146,19906,sadness,is  school were gonna learn how to use skype
12147,19907,love,excited how the jon does will do today  good luck guys 
12148,19908,worry, i cant work out if youre into diesel or rice burners
12149,19909,love, exactly well im off to pick my sister up speak laters enjoy your afternoon of pub and shelving lol 
12150,19910,love,when living in spainyou can never take a hot shower for grantedluckily i have nice friends across the street
12151,19911,happiness,lou hahah hopefully  enjoy your day
12152,19912,neutral,check out this funny movie  httptinyurlcomdqwar
12153,19913,worry, httptwitpiccomjdtj  have a safe journey back home hope you come back soon
12154,19914,worry,sinus infection   brother anyways night
12155,19915,neutral,watching intense amounts of gossip girl
12156,19916,happiness, hope you have a great weekendparis
12157,19919,neutral, well maybe you can always head for cnt be sure to save some for me
12158,19920,love,think ill go enjoy the suns rays againi love being off work
12159,19921,happiness,been helping exstudent with uni assignment via skype  gotta love a connected world now sudying game design even better
12160,19922,neutral,easties you can go there anytime
12161,19923,neutral,has an hour left of revision
12162,19925,happiness,good morninghoping to throw back some coffee like right now
12163,19926,love, good morning good wakeup music
12164,19927,happiness,hoisin duck pizza salt and pepper pizza and gelato for dinner with edmund and jade good times
12165,19928,neutral, you cant put off age but you can put off grumpiness
12166,19929,neutral,my yo daughter and i have just had the kind of argument i dont mind having  over who loves the other more
12167,19930,neutral,safari  beta off  firefox  on 
12168,19932,happiness, ive sent a twitter invite to poet friends im hoping they will come poetize would love  see more poets here  poets
12169,19933,happiness, maybe because you got in  hours ago from an awesome night nah that cant be it
12170,19934,happiness, im very much in tune with your words today thanks
12171,19937,worry,benzo the first step to recory is admitting it
12172,19938,sadness,is going to her last full day of school life is good
12173,19942,love, hi how are you youre an amazning actress  greets from slovenia
12174,19943,happiness,hey everybody  hah this day is cool just got back from walk with the dog  omgosh send me the link again please
12175,19944,worry,im bored of being lazy  away to shower and go out
12176,19945,neutral,my portfolio v uploaded any comments and feedback are warmly welcomed  httpwwwmaxiinnet
12177,19947,neutral,mattcuttscom domain umzug und neues design httpredirecifb 
12178,19948,worry,i deffinately need to clean my bookbag but no time i need to leave in the next  seconds to not be late to school oh well
12179,19949,love, httptwitpiccomgnlp  that is fantastical
12180,19950,happiness,  be sure to go by my blog today      and check out your friends  i bet you have some new ones today
12181,19951,happiness, well thanks for thinking of me and if you ever do get the scratch for one well im right here
12182,19954,neutral,just left brooklyn going uptown for some latin coffee with a dollar sandwich cant find that in downtown brooklyn where brooklyn 
12183,19955,happiness, its  in the evening sunset time
12184,19956,love,what a nice young guy at dunkin donuts let me go first
12185,19957,happiness,just checked email and got a follower withb same name as me living in oz welcome on board my alrer ego 
12186,19960,happiness,me and the calculator made lots of little algebra babies today
12187,19961,neutral, it took me months to understand your avatar
12188,19964,happiness, why arent u famous already lol you have a very adoring fan that fan would do anything for you hehehe im you no fan
12189,19965,love, can you come with the guys to brazil well love if this happened
12190,19966,love,whats on my head now whats on my head next whats on my head later so yeahthats pretty much it
12191,19968,neutral, dammit you beat me to it
12192,19969,happiness,emozac and a good morning from france to my zaccie
12193,19970,neutral,i have never seen walle i am confused because i had no idea what you guys were talking about hehe  now i do though
12194,19973,happiness, happy anniversary to you and  hoping for many many more all the best from all of us
12195,19974,happiness,is off to work  still recovering from an amazing and beautiful weekend have i mentioned how incredible my friends are
12196,19975,worry, so you are like the rest of us on this miserable bank holidaythen lol
12197,19976,happiness,installed the inav iblue v themegives a fresh feel    httptwitpiccomjfg
12198,19978,love, hey  yay thanks  wow ur page is awesome
12199,19980,happiness, coool thanks a lot  
12200,19983,happiness,morning all have a great day off to school i go
12201,19984,love,buying my first mac
12202,19985,love, as a proper journo i would have to agree with you 
12203,19988,worry, sorry to hear that  keep the faith though  i might not be as bad as you think
12204,19990,love, i have a great house to sell you   comes complete with a riding mower
12205,19992,love, cowboy westernshavent seen those in a while good luck
12206,19994,happiness, thanks for the retweet
12207,19995,happiness,im donehaha house md marathon ulet
12208,19996,happiness, hi miss  isabelle here 
12209,19998,worry, haha ieits expensive hmlet me message you later
12210,19999,love,putting up a half naked dougie poster  i love sugars ladmag
12211,20001,worry,is watching the final underbelly
12212,20002,neutral, keep tryingtaking texts all week long
12213,20003,happiness,off to england during the summer holidays this year yay
12214,20004,love,peace good morning
12215,20005,happiness,its raining
12216,20006,worry, yeah hun it was a good night  my ankile is even more  now tho
12217,20007,happiness,thankful for the rain for our garden the kids and i are starting on our gardening lapbook thanks heidi  httpwwwlapbooklessonscom
12218,20008,neutral,do you guys like fish sticks
12219,20010,love,lying with my new lab pup on my lap
12220,20011,happiness,kelly pj days are the best days
12221,20013,love,had so much fun today   i love alyssa arellano and mika reyes  
12222,20014,neutral,tea at lee rosys
12223,20015,happiness,good morning its going to be a kickbutt day
12224,20020,love,very good morning coffee and a taylor swift cd starts it off
12225,20021,love,staying afterschool today  not that i have any friends on here  but if i did  id tell em to text me  lol  likin us  
12226,20022,happiness, cool linux
12227,20023,happiness,happy star wars day everyone may the th be with you all  
12228,20028,sadness, just kidding dont go around quoting me
12229,20029,sadness, good morning misfit passes you tylenol
12230,20030,happiness, thanks for the reminder hope all have a great time
12231,20031,neutral,httptwitpiccomjfkw  afc oh yess
12232,20032,love,i am watchinggg the new video of  its sooo good  addicted
12233,20033,worry,done with fnr on fox charlotte about to record online commentary find it at wwwmyfoxcharlottecom under rising tab great team  fnr
12234,20034,happiness,coffee gym studio  story of my life these days     so grateful
12235,20035,love, i love these clutches im lusting after one in bright yellow
12236,20037,neutral,check this video out  bylaurenluke  make up launch they are here available now   httptinyurlcomcudamo
12237,20038,happiness, i created my account just to get a chance to chat with you  i admire you youre amazing you inspire me to write  
12238,20039,worry, ha pc and router have been off and on again many times i assure you  funny thing is the laptop and phone connect fine
12239,20040,neutral,is currently watching supernatural whilst waiting for skins to come on
12240,20041,love,  thanks hun im working hard over here  thanks mama i yuhh you
12241,20043,love, if you see it at nova on a monday tickets are only 
12242,20045,love,feeling loved  my mom got me a nikon cool pix for my birthday
12243,20046,happiness,dear daniel good news from nintendo they want you as a potential lotchecktester hoffentlich wirds was mit der stelle
12244,20047,love,im feelin aiden today  on the bus now  die romatic
12245,20048,love,happy star wars day everyone may the th be with you
12246,20051,happiness,first day at the new job yeah
12247,20053,sadness,i wish i could take my pillow to school dead serious
12248,20054,happiness, i wish i was there but i live in holland  but im going to see you in paris
12249,20056,love, guess what i listened to love story  times on my ipod you evil woman youve taken over my life  lol
12250,20057,sadness, dont know it really hurt my arm guess you have to booze me or just ask  or  if you dont believe me
12251,20058,worry,located  ordered a new cooker today feel ive got a real bargain from httpwwwlaskyscom  ï¿½ cheaper than the place i almost used
12252,20059,neutral,download movie  a good day to be black  sexy httptinyurlcomckmkul cool movie
12253,20061,love, there are three broody ones atm i have a china eggs under them to keep them happy ish
12254,20062,love, thank you  thats really of sweet of you
12255,20064,love, im sure it was amazing  wish i could have been there  youre an incredible phenomenal amazingly talented singer
12256,20065,happiness,happy monday  lots of little things to do today  tried to water plants out front very early in jammies got caught by two neighbors
12257,20067,neutral,  i think the pool bit has the possibility to become an internet sensation
12258,20069,sadness,i am sleeepyyy today  busy work  library class  tanning packing bit of sleep atlantic city airport myrtle beach
12259,20071,sadness,is pretty dang tired but chambers class is for napping
12260,20072,happiness,saturday is partytiiime
12261,20075,happiness,dinner with ali tonight celebrating her first day at the new job will be near trader joes might just have to stop in
12262,20076,happiness,oh yes level 
12263,20077,love,on a better note smile if u have something to be thankful for
12264,20080,neutral, based on future and forgetting  ignoring  present who is the best keeper according to you dhoni or parthiv
12265,20081,sadness, wait a min u pretty much home til u jump the pond i have  wk  go if i could find a cheap flt  its a thought haha
12266,20082,happiness, i just read online the article you mentionedmeh  i am very happy to be stuck on you and the guysjust try and get rid of me
12267,20084,love, what makes me happy my daughter my family  their support money shopping  restaurants
12268,20085,neutral,do you know whats my best tactic my best tactic is to just go with the flow and you dont care
12269,20087,happiness,good morning  hope u all have a great day
12270,20088,worry, done potshad lunch now eatin chocolatelol
12271,20091,happiness,cant wait  hand in work tomorrow then im practically finished for the year  yay
12272,20093,neutral, ten bucks says i know where your going and if its where i think it islet me know if my boulder is still on the beach
12273,20094,happiness,   thanks udah di follow
12274,20095,happiness, thanks
12275,20096,sadness,so tired after workbut i have kings bounty addon and a vampyre story for a evening  and xmen comixes is completely donloaded
12276,20097,love, yessssss wore myself out this weekend planting my garden and working
12277,20098,happiness, whoa steady there mate dont fall down
12278,20099,worry,i just used untweeps to unfollow  tweeps who havent tweeted recently httpuntweepscom goed idee 
12279,20100,worry,doing homework  and then  bball
12280,20101,happiness,thanks so much for following me here too  i will keep you all up to date as much as possible on my makeup line plus all new collections
12281,20102,love,i loooooove bank holidays
12282,20106,love, pleaseee give me a shoutout  love georgia uk
12283,20108,happiness, oooooo  no i have not glad to hear it was incredible though i still have it bookmarked to try sometime
12284,20109,happiness, a little tired but gland its bank holiday here so i can have a lie in
12285,20110,happiness, yay busy is good
12286,20112,love,brides a la mode pow wow first thing this morning   this past weekends lovely wedding fresh in my mind pics soon
12287,20113,worry, soi was half asleep when i wrote the previous message greatest friends haha  you are
12288,20114,happiness,picture to burn  taylor swift    great song
12289,20115,happiness, hahaha i was busy now i see what i replied to you yes that is true
12290,20116,love, one day i hope to retire to one of his floating islands
12291,20118,neutral,long night ahead
12292,20119,neutral,wee done with advance audit paper
12293,20120,neutral, mornin
12294,20121,worry,friends are the same soul different bodies plato
12295,20122,worry,just got home doing art all day i want to be in a film
12296,20123,happiness,  someone is thinking of me  good luck to lynny and her tattoo 
12297,20124,happiness,bank holiday in london woohoo
12298,20126,sadness,trying to figure out this whole twitter thing thanks scott  allisonnow i cant concentrate on work
12299,20127,happiness,yes today is star wars day    may the th be with you
12300,20128,neutral,waching grays antomy
12301,20129,neutral, you have a plurk account too
12302,20130,neutral,anyone of you indie heads know what donie from the hassle merchants surname is    help need for copy
12303,20131,happiness, yay hope your day at work is wonderful sis we have a bank holiday in england today so everyone is off work
12304,20132,worry,getting ready to preach at church this sundayfirst time back in over  monthsespecially for mothers day
12305,20134,happiness, oh the mint lounge awesome night
12306,20135,neutral, well at least you wont be late
12307,20137,neutral,just thought of a spanish name that she will pretend to be one night out ariella gonzalez like it dont care because i do
12308,20139,love, youre one very talented singer dancer and actress love your songs i look forward to your next album cheers from the east
12309,20142,neutral,learning french  funy schoolday today  dont be mad about english 
12310,20143,neutral,wannabe well who can argue with gibbs and win p finally someone who knows gibbs n tony
12311,20144,sadness,on my way to school not feeln this rainy day at all but i had lots of fun this weekend  
12312,20145,worry,watching old skool fall out boy vids
12313,20146,worry, get a dachshund they are awesome at getting stuck in silly places i should know i breed them
12314,20147,happiness,afternoon have the first rehearsal with this extremely talented singersongwriter today wish me luck
12315,20149,neutral,httptwitpiccomiwx      thx all  its a k capacity bought second hand
12316,20152,happiness,day  of the  day shred and day  of special k challenge i feel fantastic
12317,20153,neutral,zenrelated stuff go with the flow very easy to accomplish  it started to rain so the rain will flush me away
12318,20155,neutral, ill give you directions from hjaia to covington
12319,20162,love, good morning  its raining here
12320,20163,happiness,missing my husband but it was nice to wake up in my parents house the dogs are ecstatic
12321,20164,neutral,   i always appreciate your musings
12322,20165,neutral,anekie ok darl i will suggest you to the mua tracie weaver as shell be making the decision
12323,20166,love, youre such a sappy little fellow  thanks for all the well wishes ill need them after today i have one more exam
12324,20167,neutral,good morning
12325,20168,worry, hope sequel edits go well   me and my notebook will be looking for a place to sit after pt 
12326,20169,neutral, will try to make it there at pm
12327,20170,love,loves the mr oh so much these days
12328,20172,love, long shift tonight i really should sleep but im not tired had a nice talk with jon after work  gotta love that boy
12329,20173,happiness,  a good girl nevah tells hahahahaha hope you had a good weekend
12330,20174,worry,yeah yesterday i turned  my parents rented me out a hummer limo it was pretty cool
12331,20175,worry,happy monday tweeples hope it wasnt to hard to get out of bed and back in gear
12332,20176,neutral, ill be at the new movie showing at the franklin on thursday night  several of the sla faculty will be in attendance
12333,20180,love, yeah tila is a little cutie and a little nutty but then so am i and my sweetheart she thinks she cute too
12334,20181,neutral,its a  shame they wont let the little one play slots she is lucky
12335,20183,worry,
12336,20184,neutral,i am gonna hanging out with my friends  luvin jonas episode  
12337,20185,neutral,may the forth be with you 
12338,20186,happiness, wait  cool and a sliding door thats an oxymoron
12339,20187,love, hahaha my boyfriend yeah he looked so different there but hes so cute i so want to watch the movie
12340,20188,happiness,employee orientation for serco  yayy im excitednervous wish me luck
12341,20189,happiness, yeah its good  just startled me
12342,20190,neutral, thanks anyway
12343,20191,neutral,colette by saying a big hello to you
12344,20194,worry, mornin birdie  have a funfilled day sweets
12345,20196,love,have i ever mentioned i love ellen a lot
12346,20197,worry, he wont i know he wont
12347,20198,neutral,my name is toggling in and out of google suggestions help me by searching more for ganesh jaju and clicking on some link
12348,20199,love,awesome and exciting  httpwwwsundancechannelcomgreenporno
12349,20200,love,hey life i love you   translation i love life
12350,20201,worry, days today  i cant believe its been  months im nervous about what im gonna say later but im gonna keep comin back
12351,20202,neutral, hello may you have a great day
12352,20203,love,one good deed deserves another i hope to help someone else some day
12353,20205,happiness,alhamdulilah i got accepted into nafa
12354,20208,happiness,  i appreciate you
12355,20210,neutral,happyemox lmao lucky its  minutes on foot for me  ewww schoollol on the bus now
12356,20211,happiness,girl talk is awesome
12357,20215,happiness, congratulations i am heart hacker not a computer hacker
12358,20217,happiness, good morning
12359,20218,love,happy may bank holiday british peeps
12360,20219,happiness,goooooodmorning
12361,20221,love, ahh i love u u got a twitterrr
12362,20223,sadness, i am grateful for a great marriage awesome kids and a business that rocks i guess the rest of my family is ok too
12363,20224,worry,this is for nicole ï¿½ its raining make sure you bring an umbrellaï¿½ see its not about the pack train im on today
12364,20225,happiness,its time for school yall  happy starwars day
12365,20226,worry, can i help in any way
12366,20227,love, awwwww and the gorgeous photo from california you two make me melt
12367,20229,sadness,good morning kid going back to school after  sick days looking forward to a productive week  happy monday
12368,20232,neutral,watching matilda
12369,20233,happiness, well now im gonna be on a mission to find their music
12370,20234,love,i wov you
12371,20235,happiness, yeah im so excited
12372,20237,sadness, fuckyoumonday  i like it its a totally tastic rainy day here  im off to work hugs
12373,20239,worry, good luck jen all the best  am sure it will be fine
12374,20240,sadness, not yet too early in the am
